,Unnamed: 0,course_id,title,topics,about,instructors,language,metrics,product_glance,average_score,ratings_count,reviews_count,skills,syllabus,recommendations,url
1136,1136,molekulyarnaya-fizika,Физика в опытах. Часть 3. Колебания и молекулярная физика,"['Physical Science and Engineering', 'Physics and Astronomy']","Наглядно – интересно – просто – понятно!
Данный курс представляет собой серию физических опытов и экспериментов по теории колебаний и основам молекулярной физики. Демонстрацию физических явлений проводит легендарная личность, незаурядный преподаватель, доцент кафедры общей физики НИЯУ МИФИ — Валериан Иванович Гервидс, который доступно и наглядно объясняет основные принципы и законы общей физики. 

Зачем учить этот курс?
• Физика – наука экспериментальная. Лучше один раз увидеть, чем сто раз услышать или прочитать! 
• Именно эксперименты позволяют продемонстрировать и легко понять и простые, и сложные аспекты, которые традиционно преподаются в виде теоретического материала и математических моделей
• Курс поможет Вам научиться использовать: 
   o эксперимент как способ постановки вопроса, 
   o эксперимент как инструмент изучения физического явления
   o эксперимент как  форму ответа на вопрос
• Очень часто достаточно «простые» физические вопросы имеют неожиданные ответы, которые зависят от конкретных условий проведения эксперимента. Демонстрация таких опытов и объяснение полученных в них результатов могут оказаться чрезвычайно интересными
• Вы сможете увидеть применение изучаемых физических явлений в жизни, в технике и в быту
• Изучая этот курс, вы восполните нехватку времени на экспериментальную, «живую» физику, которая ощущается в обычном учебном процесс

Чему учит этот курс?
• Пониманию широкого круга как простых, так и сложных физических явлений и процессов по тематике соответствующих разделов
• Применению физических закономерностей для анализа различных физических явлений и процессов 
• Навыкам  использования эксперимента
• Базовым знаниям по физике будущих инженеров и специалистов в различных областях деятельности.

Для кого этот курс?
• Для тех, кто изучает физику, и хочет прояснить для себя различные вопросы (в школе, в вузе)
• Для тех, кто преподает физику (в школе, в вузе)
• Для тех, кто использует физику в своем рабочем процессе (инженеры, программисты и т.д.)
• Для тех, кому это просто интересно","['Панебратцев Юрий Анатольевич', 'Гервидс Валериан Иванович', 'Клячин Николай Альбертович ', 'Калашников Николай Павлович']",Russian,"['2,067 already enrolled!']","['100% online', 'Flexible deadlines', 'Approx. 9 hours to complete', 'Russian']",0.0,0,0,[],"['Гармонические колебания', 'Сложение колебаний', 'Затухающие колебания', 'Вынужденные колебания']","['drugs-and-brain', 'how-things-work']",https://www.coursera.org/learn/molekulyarnaya-fizika
1146,1146,moy-drug-robot,Мой друг - робот: введение в социальную робототехнику / My Friend is a Robot: Introduction to Social Robotics,"['Arts and Humanities', 'Philosophy']","Роботы, которые будут жить и работать с нами бок о бок, они будут готовить нам еду и обсуждать с нами любимый сериал, присматривать за нашими детьми и родителями ... Не об этом ли пишут все писатели-фантасты? В обществе уже давно живет идея «совместного будущего» людей и роботов. Будущее уже наступило: социальные роботы совсем скоро станут частью нашей повседневности. Готовы ли мы к этому? Какие вопросы, помимо технических, нам важно решить уже сегодня?  Какие изменения общества, частью которого станут роботы, можно прогнозировать? В чем специфика взаимодействия человека и робота?

Robots will live and work with us side by side, they  cook us a meal and discuss with us our favorite TV series, they'll look after our children and our parents ... All science fiction writers wrote about it, isn't it? The idea of ​​""common future"" of humans and robots is in the air. The future is now: social robots will soon become part of our everyday life. Are we ready for this? What matters, in addition to technical, it's important to decide today? What matters, in addition to technical, it is important to decide today? What are the changes of society can be predicted? What is the specificity of the social human-robot interaction?

В рамках данного курса мы  познакомимся с новым междисциплинарным направлением – социальная робототехника. Мы будем обсуждать именно социокультурные аспекты, не затрагивая технические особенности разработки роботов:
• роль культуры в формировании представлений о социальном роботе;
• проблемы выбора внешнего интерфейса для социального робота;
• этические аспекты социального взаимодействия человека и робота.

In this course we will look at a new interdisciplinary direction - social robotics. We'll discuss the socio-cultural aspects, without affecting the technical features of the development of robots:
• the role of culture in shaping perceptions of the social robot;
• the importance of the social robot interface;
• ethical aspects of social interaction between human and robot.

После прохождения этого курса вы:
• узнаете об особенностях социального робота и о том, чем он отличается от традиционного представления о роботах;
• сможете перечислить основные вопросы и направления социальной робототехники;
• сможете объяснить, что такое «синдром Франкенштейна» и «эффект зловещей долины»; 
• сможете проводить базовый первичный анализ и оценку дизайна внешнего интерфейса социального робота;
• сможете объяснить, почему человек не должен причинять вред роботу;
• сможете предложить свои правила для этического кодекса разработчика социальных роботов;
• узнаете, как изучают социальное взаимодействие человека и робота; 
• создадите свой концепт социального робота и оцените работу своих коллег;
• сможете прогнозировать возможные последствия социального взаимодействия человека и робота.
 
Приглашаю вас к интересному разговору о социальных роботах!

Сертификат о прохождении данного курса дает дополнительные баллы при поступлении в магистратуру Национального исследовательского Томского государственного университета. Перечень магистерских программ находится по ссылке: https://pro-online.tsu.ru/edu/student/table.php

After completing this course you will:
• learn about the social features of the robot and how does it differ from the traditional idea of ​​robots;
• be able to list the main issues and areas of social robotics;
• be able to explain what ""Frankenstein Syndrome"" and ""uncanny valley effect"";
• be able to carry out basic primary analysis and evaluate the social robot interface;
• be able to explain why a man should not do harm to the robot;
• be able to offer your own rules for an ethical code developer of social robots;
• learn how to study social interaction of human and robot;
• create a social robot concept and evaluate the work of their colleagues;
• be able to predict the possible consequences of social interaction between man and robot.
 
I invite you to the interesting conversation about social robots!",['Надежда Зильберман / Nadezhda Zilberman'],Russian,[],"['100% online', 'Flexible deadlines', 'Beginner Level', 'Approx. 12 hours to complete', 'Russian']",4.800000190734863,13,13,[],"['Приветственный модуль / Welcome module', 'Модуль 1. Кто такой социальный робот? / Module 1: Who is a social robot?', 'Модуль 2. Роль культуры в формировании представлений о социальном роботе / Module 2: The role of culture in shaping perceptions of the social robot', 'Модуль 3. Как должен выглядеть социальный робот / Module 3: How should look like social robot', 'Модуль 4. Этика и социальная робототехника / Module 4: Ethics and Social Robotics']","['religious-transformation-early-china-the-period-of-division', 'intellectual-change-early-china-the-warring-states-han']",https://www.coursera.org/learn/moy-drug-robot
1169,1169,nauchno-texnicheski-text,Создание научно-технического текста,"['Personal Development', 'Personal Development']","В настоящее время умение понимать и создавать научно-технические тексты на русском языке, навыки общения по-русски на научно-технические темы необходимы как студентам, собирающимся получать образование в российских университетах, так и специалистам, работающим вместе с профессионалами из России в области атомной энергетики, IT и современных технологий.

Курс формирует навыки правильного использования грамматических конструкций при составлении научно-технических текстов, расширяет знания базовой грамматики русского языка, развивает профессиональные коммуникативные способности. Прохождение курса будет интересно всем, чья деятельность связана с наукой и образованием.

По результатам успешного прохождения курса слушатели, набравшие больше 70% от максимально возможного количества баллов, получают сертификат. При этом итоговый результат, представленный как 100 %, складывается из следующих составляющих: тесты к модулям 1, 2, 3, 4, 5 и 6 дают по 13 %, тест к модулю 7 дает 22 %.

Дайте возможность вашему знанию русского языка работать на Вас.","['Сицына-Кудрявцева Алевтина Николаевна', 'Арбатская Ольга Анатольевна  ', 'Яремчук Ольга Васильевна', 'Барминова Светлана Викторовна']",Russian,"['4,625 already enrolled!']","['100% online', 'Flexible deadlines', 'Approx. 5 hours to complete', 'Russian']",4.699999809265137,8,8,[],"['Классификация предметов и явлений. Формулирование определения понятия', 'Описание состава или количественной характеристики предмета', 'Качественная характеристика предмета', 'Описание связи и взаимосвязи предметов, явлений']","['requirements-specification-goals', 'requirements-elicitation']",https://www.coursera.org/learn/nauchno-texnicheski-text
1193,1193,nsu-genetics,Генетика (Genetics),"['Health', 'Basic Science']","Несколько десятилетий назад определение нуклеотидной последовательности ДНК организма было почти невыполнимой задачей. Сегодня же секвенирование ДНК стало для специалистов чуть ли не рутинной работой – и тщательное изучение геномов принесло множество сюрпризов. Например, ученые обнаружили в генетическом материале ядерных организмов до 98 % молчащей, не кодирующей белки ДНК. Какие тайны скрываются в этих участках? 
Этот курс познакомит вас с основными терминами и современными исследованиями в области генетики. От разбора молекулярного носителя наследственности, молекулы ДНК мы  перейдем к подробному изучению ее функциональных единиц – генов. Вы научитесь решать увлекательные генетические задачи и ориентироваться в причинах и последствиях мутаций. Студенты узнают законы классической генетики и столкнутся с тем, что и здесь на каждое правило есть свое исключение.

Почему у голубоглазых родителей не может быть кареглазых детей? 
Что общего между дальтонизмом у человека и черепаховой окраской у кошек? 
Отчего седеют лошади и не слышит голубоглазый кот? 

Вместе с учеными-генетиками мы ответим на эти и другие вопросы и увидим, какие серьезные изменения в эволюционной биологии и биомедицине произошли сегодня благодаря появлению современных методов исследования ДНК.

Наш курс состоит из пяти модулей, название и структуру которых вы можете видеть ниже. Общая оценка за курс  складывается как общая сумма баллов, набранных вами за итоговые тесты по модулям и итоговый тест по всему курсу.",['Анна Юшкова'],Russian,"['14,957 already enrolled!', '9,013 recent views']","['100% online', 'Flexible deadlines', 'Approx. 18 hours to complete', 'Russian']",4.900000095367432,69,69,[],"['ДНК – ОСНОВА НАСЛЕДСТВЕННОСТИ', 'МУТАЦИИ', 'ГЕНЕТИКА КЛАССИЧЕСКАЯ И НЕ ТОЛЬКО', 'ГЕННЫЕ КОМПЛЕКСЫ']","['advanced-neurobiology1', 'cancer']",https://www.coursera.org/learn/nsu-genetics
1194,1194,nsu-virology,Основы вирусологии (Introduction to Virology),"['Health', 'Basic Science']","Существует множество инфекционных заболеваний, причины которых долгие годы казались необъяснимыми. Только в последние десятилетия стало понятно: более 70% из них вызваны вирусами. Причина большинства случаев рака печени — вирусы гепатитов В и С, рака шейки матки – папилломавирусы, более половины случаев диабета 2-го типа обусловлено последствиями заражения вирусом краснухи и другими вирусами. Вирусы — это то, что касается каждого из нас.
В нашем курсе вы узнаете о том, как устроены вирусы, чем они отличаются от живых организмов и какие механизмы используют для того, чтобы поразить клетки человека. Это поможет вам понять, как работают противовирусные препараты и вакцины. 
ОРВИ, кишечные инфекции, гепатиты, корь, краснуха, бешенство, СПИД — вот далеко не полный список заболеваний, которые имеют вирусную природу. Разобраться в многообразии вирусов вам помогут учёные, которые каждый день работают с ними в лабораториях. Они расскажут об актуальных проблемах и задачах современной вирусологии, которые у всех на слуху. Например, о том, зачем исследователи воссоздали вирус гриппа «испанки», унёсший в начале прошлого века десятки миллионов человеческих жизней, а также о том, что такое вирус Эбола, и почему он опасен.
Вы побываете в современной вирусологической лаборатории и увидите, как нужно работать с вирусами, чтобы исключить вероятность заражения персонала и выхода вируса за пределы лаборатории. И конечно же, вы узнаете, как можно использовать вирусы на благо человека.","['Сергей Нетесов', 'Маргарита Романенко', 'Артем Тикунов', 'Галина Кочнева']",Russian,"['10,181 already enrolled!', '6,068 recent views']","['100% online', 'Flexible deadlines', 'Approx. 23 hours to complete', 'Russian']",4.900000095367432,23,23,[],"['Введение в вирусологию', 'Острые респираторные вирусные инфекции', 'Гастровирусы и вирусы гепатитов А, В и С', 'Разные вирусы']","['cancer', 'abdomen-anatomy']",https://www.coursera.org/learn/nsu-virology
1201,1201,ocenka-stoimosti-kompanii,Оценка стоимости компании,"['Business', 'Finance']","В этом курсе вы получите представление о том, как определить стоимость компании, чтобы использовать  эти знания в управленческих решениях, и почему такие навыки необходимы менеджерам, аналитикам, предпринимателям, собственникам бизнеса. Курс открывает специализацию “Корпоративные финансы и стоимость компании”, включающую 5 связанных курсов и заключительный прикладной проект “Мастерство создания стоимости компании”

Курс будет полезен тем, кто стремится получить новые навыки анализа бизнеса, нарастить мастерство управления, создать успешный бизнес, усилить профессиональные позиции в аналитической, управленческой и в предпринимательской среде.

После успешного завершения курса Вы будете:
- уметь оценивать деятельность компании с помощью финансовой отчётности;
- знать, каковы границы ее применения и в чем состоят радикальные отличия финансовой модели анализа компании от бухгалтерской;
- уметь определять потоки свободных денежных средств компании и использовать драйверы стоимости для расчета фундаментальной стоимости компании  методом дисконтируемого потока денежных средств;
- уметь оценивать стоимость компании с помощью рыночных сравнений;
- понимать специфику  оценки стоимости в различных отраслях бизнеса.

Для эффективного освоения курса Вам полезны начальные знания бухгалтерского учета и основ финансов. По итогам каждой недели Вам потребуется выполнять контрольные задания, а по окончании курса - итоговый экзамен. Курс ведут преподаватели и профессиональный консультант в области оценки.","['Ивашковская Ирина Васильевна', 'Тихомиров Дмитрий Викторович', 'Кузубов Сергей Анатольевич']",Russian,"['8,288 already enrolled!', '6,449 recent views']","['Course 1 of 2 in the', '100% online', 'Flexible deadlines', 'Approx. 23 hours to complete', 'Russian']",4.400000095367432,18,18,[],"['Введение', 'Как предпринимательская деятельность представлена в финансовой отчетности?', 'Как оценить деятельность компании с помощью финансовой отчётности?', 'Какие ограничения имеет финансовая отчетность?', 'Оценка стоимости на основе дисконтированных потоков денежных средств']","['economy-russia-transition', 'economics-transition-emerging-markets']",https://www.coursera.org/learn/ocenka-stoimosti-kompanii
1221,1221,osnovy-filosofii,Основы философии: о чем спорят философы сегодня,"['Arts and Humanities', 'Philosophy']","Курс знакомит слушателей с основными проблемами классической и современной философии. Его авторы рассказывают о наиболее важных и влиятельных идеях в их экспертных областях. Главными задачами курса являются развитие у слушателей навыков самостоятельного критического мышления, привычки к рефлексии о наиболее важных мировоззренческих вопросах современности, способности обнаруживать неочевидные мировоззренческие проблемы и находить пути их решения. 
 
 
Мы начнем с прояснения вопроса о том, что такое философия как область исследований и образ жизни. Затем авторы познакомят вас с основными областями современной философской мысли - онтологией, эпистемологией и философией науки, философией языка и сознания, философией действия, этикой, политической философией и философией истории. Мы вместе в вами попробуем найти ответы на вопросы о том, можно ли выйти из “платоновской пещеры”, как устроено человеческое мышление, возможен ли искусственный интеллект, стоит ли бояться восстания машин, откуда берется власть, кто и как пишет историю, что такое достойная жизнь, обречен ли человек быть свободным, а также на многие другие головоломки, из которых соткана жизнь современного мыслящего человека. 
Курс будет интересен тем, кто хочет овладеть навыками критического мышления, интересуется вопросами о природе реальности, человека и этики. Этот курс создан как приглашение в современную философию. Приняв его, слушатели рискуют начать думать самостоятельно.


Авторы курса выражают благодарность замечательному художнику Светлане Олейниковой за яркие и живые иллюстрации к курсу.","['Углева Анастасия Валерьевна', 'Мартынов Кирилл Константинович', 'Мишура Александр Сергеевич', 'Горбатов Виктор Викторович']",Russian,"['13,931 already enrolled!', '22,633 recent views']","['100% online', 'Flexible deadlines', 'Beginner Level', 'Approx. 25 hours to complete', 'Russian']",4.800000190734863,19,19,[],"['Бытие, сущее и ничто. Что и как на самом деле существует?', 'Откуда я все это знаю? Знание, мнение, обоснование', 'Наука, истина, рациональность. Чего не знают ученые?', 'Почему слова что-то значат?']","['economy-russia-transition', 'modern-art-ideas']",https://www.coursera.org/learn/osnovy-filosofii
1222,1222,osnovy-korporativnykh-finansov,Основы корпоративных финансов (Fundamentals of Corporate Finance),"['Business', 'Finance']","Курс посвящен новой для российской практики методологии анализа компании, сфокусированной на задаче максимизации ее фундаментальной стоимости. Он основан на концепциях современной финансовой теории и выходит далеко за рамки интерпретации финансовой отчетности компании.  

Применяя принципы универсальной финансовой теории, мы, тем не менее, отразим и специфику российского рынка капитала, который относится к группе развивающихся рынков. Курс основан на изучении публичных компаний,  однако его концепции применимы к компаниям любой организационно-правовой формы.

Мы сфокусируемся на анализе ключевых корпоративных решений: решений о привлечении капитала и решений об инвестициях. Инвестиционные решения – это выбор компанией проектов для долгосрочных вложений. Наша задача : научить вас современным методам оценки и критериям выбора инвестиционных проектов.  Решения о привлечении капитала – это выбор источников финансирования инвестиций (внутренние средства, заемные средства, средства привлеченные путем выпуска новых акций). Наша задача – объяснить мотивы выбора конкретной комбинации  инструментов финансирования в компании и показать, чем определяется оптимальная структура капитала компании (соотношение заемного и собственного капитала).

Мы также рассмотрим решения компании о выплатах акционерам, и продемонстрируем как полученные в этом курсе знания позволяют оценивать стоимость компании в целом, с учетом выбранной структуры капитала.

Наконец, мы обсудим роль корпоративного управления (corporate governance) в создании стоимости компании.

Лекторами курса являются профессор Департамента Финансов НИУ ВШЭ Ирина Васильевна Ивашковская и доцент Департамента Финансов Сергей Сергеевич Степанов.

В разработке заданий курса принимали участие Мария Кокорева, доцент Департамента Финансов НИУ ВШЭ, и Азиза Улугова, преподаватель Департамента Финансов НИУ ВШЭ.","['Ивашковская Ирина Васильевна', 'Sergey Stepanov']",Russian,"['20,460 already enrolled!', '23,715 recent views']","['100% online', 'Flexible deadlines', 'Beginner Level', 'Approx. 52 hours to complete', 'Russian']",4.900000095367432,39,39,[],"['Цели корпорации. Потоки денежных средств корпорации', 'Стоимость денег с учетом фактора времени (time value of money). Дисконтирование и приведенная стоимость. Фундаментальная стоимость облигаций', 'Риск и доходность. Модель ценообразования финансовых активов (Capital Asset Pricing Model, CAPM)', 'Использование модели CAPM для определения требуемой доходности проекта. Критерии принятия инвестиционных решений']","['economy-russia-transition', 'economics-transition-emerging-markets']",https://www.coursera.org/learn/osnovy-korporativnykh-finansov
1223,1223,otraslevye-rynki,Теория отраслевых рынков (Industrial Organization),"['Social Sciences', 'Economics']","Курс посвящен факторам, влияющим на размер компаний и структуру рынка. Почему на одних рынках преобладают малые компании, а на другом крупные? Продавцы принимают решения стратегически, однако их стимулы в свою очередь зависят от структуры рынка и от предшествующих решений. Как разделить между зоной предопределенных и свободных решений? Например, сговор как модель ценового поведения – предопределен структурой рынка или служит результатом свободного волеизъявления? 

Способны ли укоренившиеся на рынке продавцы препятствовать входу новичков, защищая свою рыночную долю и свою прибыль? Каковы лучшие способы предотвращения ценовых сговоров продавцов? Нужно ли (или по крайней мере желательно) запрещать или ограничивать слияния между крупными продавцами? Есть ли необходимость для государственной политики налагать ограничения на условия договоров между производителем и дистрибьютором? Как в этих условиях должна быть организована государственная политика (применение антимонопольных запретов и регулирование)? На эти и другие вопросы мы и будем искать ответы.",['Svetlana  Avdasheva'],Russian,"['4,911 already enrolled!', '12,075 recent views']","['100% online', 'Flexible deadlines', 'Intermediate Level', 'Approx. 29 hours to complete', 'Russian']",4.599999904632568,7,7,[],"['Размер фирмы и его объяснение', 'Монополия, естественная монополия и регулирование', 'Парадокс Бертрана и факторы олигополистической конкуренции', 'Сговор']","['economy-russia-transition', 'economics-transition-emerging-markets']",https://www.coursera.org/learn/otraslevye-rynki
1229,1229,parallelnoye-programmirovaniye,Введение в параллельное программирование с использованием OpenMP и MPI,"['Computer Science', 'Software Development']","Потребность решения сложных прикладных задач с большим объемом вычислений и принципиальная ограниченность максимального быстродействия «классических» – по схеме фон Неймана – ЭВМ привели к появлению многопроцессорных вычислительных систем (МВС) или суперкомпьютеров. 
Широкое распространение параллельные вычисления приобрели с переходом компьютерной индустрии на массовый выпуск многоядерных процессоров с векторными расширениями. В настоящие время практически все устройства – от карманных гаджетов и до самых мощных суперкомпьютеров – оснащены многоядерными процессорами. И если вы пишите последовательную программу, не применив распределение работы между разными ядрами центрального процессора и не проведя векторизацию, то вы используете только часть вычислительных возможностей центрального процессора. 

Пройдя этот курс, вы познакомитесь с основными архитектурами МВС, с двумя стандартами (OpenMP и MPI), позволяющими писать параллельные программы для систем с общей и распределенной памятью. На простых примерах будут разобраны основные конструкции и способы распределения работы. Выполнение практических заданий позволит вам приобрести практические навыки создания параллельных программ. Курс будет интересен всем, кто занимается программированием.

Для участия в курсе слушателю необходимо иметь базовые знания по программированию с использованием С/С++. 

Курс состоит из 9 недель. Каждая неделя курса содержит видеолекции, а также проверочные задания. Сертификат получают слушатели, набравшие более 80 % от максимально возможного количества баллов. При этом итоговый результат, представленный как 100 %, складывается из следующих составляющих: тесты 1–5 недели дают 4 %, тесты 6–9 недели дают 5 %, все практические задания дают 10 %, кроме итогового практического задания по OpenMP, которое дает 20 %.
Сертификат о прохождении данного курса дает дополнительные баллы при поступлении в магистратуру Национального исследовательского Томского государственного университета. Перечень магистерских программ находится по ссылке: https://pro-online.tsu.ru/edu/student/table.php","['Николай Николаевич Богословский (Nikolay N. Bogoslovskiy)', 'Евгений Александрович Данилкин (Evgeniy A. Danilkin) ']",Russian,"['3,884 already enrolled!', '2,519 recent views']","['100% online', 'Flexible deadlines', 'Approx. 28 hours to complete', 'Russian']",0.0,0,0,[],"['Добро пожаловать на курс «Введение в параллельное программирование с использованием OpenMP и MPI»', 'Введение в параллельный мир', 'Основы OpenMP', 'Директивы распределения работы и синхронизации работы', 'Векторные вычисления с помощью OpenMP 4.0']","['system-validation-modal-formulas', 'system-validation-behavior']",https://www.coursera.org/learn/parallelnoye-programmirovaniye
1260,1260,physics-global-project,Физика как глобальный проект,"['Physical Science and Engineering', 'Physics and Astronomy']","Этот курс для тех, кто изучал физику в школе или в университете, пусть даже почти ничего при этом не понял, но желал бы все-таки понять; для тех, кто любознателен, кому интересно, как устроен и по каким правилам существует Вселенная, в которой мы живем, и природа, которая нас окружает; для тех, кто собирается в будущем заняться любой творческой работой, требующей кроме прочего хорошего логического анализа. 

В результате прохождения курса вы узнаете многое о том, как устроен и по каким объективным законам существует наш Мир, и какими способами мы можем проникать в тайны его законов и использовать их на практике. Вы узнаете, как отличить действительные знания от мнимых, научитесь отличать псевдознания от “уфологов”, “экстрасенсов” и прочих от подлинного знания, основанного на логике и общих представлениях о принципах организации нашего Мира, заложенных Природой и/или Создателем. Вы сможете продолжить изучение проекта «Физика» на действительно глубоком уровне в последующих модулях нашего курса.

Что надо знать и уметь, чтобы приступить к изучению этого курса?
•	Начальные знания по физике в рамках школьного курса, пусть даже и не слишком твердо усвоенные
•	Умение логически мыслить, складывать “два и два”, делать выводы из предпосылок.
•	Иметь достаточные знания по математике в рамках школьного курса.

При успешном прохождении курса вы получите сертификат, который будет позитивно оценен и учтен при поступлении, например, в магистратуру технического профиля. Кроме этого сертификат подтвердит наличие у Вас не только физико-математической подготовки, но и наличие развитых способностей к логическому анализу, что высоко ценится умными работодателями, независимо от профиля работы.",['Ольчак Андрей Станиславович'],Russian,"['5,782 already enrolled!', '1,928 recent views']","['100% online', 'Flexible deadlines', 'Approx. 26 hours to complete', 'Russian']",4.699999809265137,7,7,[],"['Физика от Аристотеля до Ньютона', 'Обобщенная механика', 'Конкретная механика', 'От механики к тепловым явлениям']","['how-things-work', 'drugs-and-brain']",https://www.coursera.org/learn/physics-global-project
